address,city,zip,property_type,sold_date,price,sqft,sqft_imputed,price_per_sqft,beds,baths,year_built,lot_size,days_on_market,lat,lon,url
4717 Hannover Ave,Saint Louis,63123.0,Single Family Residential,September-20-2024,144900,975.0,False,148.6153846153846,2.0,1.0,1913.0,3598.0,,38.5592221,-90.2930995,https://www.redfin.com/MO/Saint-Louis/4717-Hannover-Ave-63123/home/93557427
4946 Margaretta Ave,Saint Louis,63115.0,Single Family Residential,November-1-2024,70000,828.0,False,84.54106280193237,2.0,1.0,1925.0,3546.0,,38.6781966,-90.2489362,https://www.redfin.com/MO/Saint-Louis/4946-Margaretta-Ave-63115/home/93761329
4616 S 38th St,Saint Louis,63116.0,Single Family Residential,July-3-2023,99000,1045.0,False,94.73684210526316,2.0,1.0,1935.0,5554.0,,38.5783755,-90.2518917,https://www.redfin.com/MO/Saint-Louis/4616-S-38th-St-63116/home/93767578
4238 Cleveland Ave,Saint Louis,63110.0,Single Family Residential,May-25-2022,399900,2164.0,False,184.79667282809612,4.0,3.0,1897.0,3441.0,,38.611695,-90.2557878,https://www.redfin.com/MO/Saint-Louis/4238-Cleveland-Ave-63110/home/93746805
6279 Magnolia Ave,Saint Louis,63139.0,Single Family Residential,April-25-2025,249900,1488.0,False,167.94354838709677,3.0,1.0,1905.0,,,38.6122246,-90.2953089,https://www.redfin.com/MO/Saint-Louis/6279-Magnolia-Ave-63139/home/93743624
4069 Germania St,Saint Louis,63116.0,Single Family Residential,February-18-2022,136900,1035.0,False,132.27053140096618,3.0,1.0,1961.0,4356.0,,38.5589551,-90.280479,https://www.redfin.com/MO/Saint-Louis/4069-Germania-St-63116/home/93784832
2706 Osage St,Saint Louis,63118.0,Single Family Residential,March-11-2022,130000,1728.0,False,75.23148148148148,3.0,2.0,1890.0,3311.0,,38.5827009,-90.2303672,https://www.redfin.com/MO/Saint-Louis/2706-Osage-St-63118/home/63473643
8946 Halls Fry,Saint Louis,63147.0,Single Family Residential,May-9-2022,32000,768.0,False,41.666666666666664,2.0,1.0,1942.0,7841.0,,38.7205835,-90.2387014,https://www.redfin.com/MO/Saint-Louis/8946-Halls-Ferry-Rd-63147/home/93731503
3100 Rolla Pl,Saint Louis,63115.0,Single Family Residential,October-19-2022,50000,906.0,False,55.18763796909492,2.0,1.0,1926.0,2439.0,,38.6635819,-90.2324543,https://www.redfin.com/MO/Saint-Louis/3100-Rolla-Pl-63115/home/93736126
5601 Vernon Ave,Saint Louis,63112.0,Single Family Residential,June-28-2024,339900,2651.0,False,128.21576763485479,4.0,3.5,1903.0,3454.0,,38.6597852,-90.2816154,https://www.redfin.com/MO/Saint-Louis/5601-Vernon-Ave-63112/home/93709977
4669 Allemania St,Saint Louis,63116.0,Single Family Residential,December-27-2024,124999,1445.0,False,86.50449826989619,3.0,1.0,1926.0,3311.0,,38.5619372,-90.2889997,https://www.redfin.com/MO/Saint-Louis/4669-Allemania-St-63116/home/93776458
1920 Park Ave,St. Louis,63104.0,Single Family Residential,April-18-2024,398000,1700.0,False,234.11764705882354,2.0,2.0,2007.0,,,38.6171423,-90.2127736,https://www.redfin.com/MO/St-Louis/1920-Park-Ave-63104/home/186511117
7136 Mardel Ave,Saint Louis,63109.0,Single Family Residential,February-17-2023,181000,864.0,False,209.49074074074073,2.0,2.0,1949.0,5998.0,,38.5969645,-90.3172155,https://www.redfin.com/MO/Saint-Louis/7136-Mardel-Ave-63109/home/93748002
3618 Hydraulic Ave,Saint Louis,63116.0,Single Family Residential,April-17-2025,199000,2178.0,False,91.3682277318641,4.0,2.0,1913.0,3437.0,,38.5909627,-90.250138,https://www.redfin.com/MO/Saint-Louis/3618-Hydraulic-Ave-63116/home/93766185
3238 Tennyson,Saint Louis,63143.0,Single Family Residential,December-16-2022,219900,1154.0,False,190.55459272097053,2.0,1.0,1941.0,4487.0,,38.607455,-90.3145969,https://www.redfin.com/MO/Saint-Louis/3238-Tennyson-Sq-63143/home/93751158
853 Nassau Dr,Saint Louis,63147.0,Single Family Residential,January-22-2026,39000,768.0,False,50.78125,2.0,1.0,1949.0,5035.0,,38.7231926,-90.2309704,https://www.redfin.com/MO/Saint-Louis/853-Nassau-Dr-63147/home/93783366
3732 Blair Ave,Saint Louis,63107.0,Single Family Residential,April-19-2023,379000,3000.0,False,126.33333333333333,4.0,3.0,1884.0,805.0,,38.6619086,-90.2005744,https://www.redfin.com/MO/Saint-Louis/3732-Blair-Ave-63107/home/182003302
4247 Cleveland Ave,Saint Louis,63110.0,Single Family Residential,March-3-2026,419900,2444.0,False,171.80851063829786,3.0,2.5,1905.0,3197.0,,38.61215,-90.25589,https://www.redfin.com/MO/Saint-Louis/4247-Cleveland-Ave-63110/home/93746897
5638 Murdoch Ave,Saint Louis,63109.0,Single Family Residential,March-25-2026,435000,1667.0,False,260.94781043791244,3.0,3.0,1924.0,3751.0,,38.5872905,-90.2897535,https://www.redfin.com/MO/Saint-Louis/5638-Murdoch-Ave-63109/home/93753511
3730 Blair Ave,Saint Louis,63107.0,Single Family Residential,April-19-2023,395000,3000.0,False,131.66666666666666,4.0,3.0,1884.0,805.0,,38.6619093,-90.2003987,https://www.redfin.com/MO/Saint-Louis/3730-Blair-Ave-63107/home/93689327
5022 Daggett Ave,Saint Louis,63110.0,Single Family Residential,January-25-2024,329900,1295.0,False,254.74903474903476,2.0,1.5,1921.0,,,38.6163177,-90.2696143,https://www.redfin.com/MO/Saint-Louis/5022-Daggett-Ave-63110/home/185740444
4066 Bates St,Saint Louis,63116.0,Single Family Residential,July-28-2023,275500,2583.0,False,106.65892373209446,3.0,1.5,1910.0,21510.0,,38.5738471,-90.2648441,https://www.redfin.com/MO/Saint-Louis/4066-Bates-St-63116/home/93761900
2247 Gravois Ave,St. Louis,63104.0,Single Family Residential,December-23-2025,420000,1540.0,True,272.72727272727275,1.0,1.0,1921.0,2570.0,,38.6061681,-90.2211469,https://www.redfin.com/MO/St-Louis/2247-Gravois-Ave-63104/home/195989609
6214 Oleatha Ave,Saint Louis,63139.0,Single Family Residential,May-12-2026,280000,1144.0,False,244.75524475524475,2.0,2.0,1935.0,4373.0,,38.5977143,-90.2957963,https://www.redfin.com/MO/Saint-Louis/6214-Oleatha-Ave-63139/home/93775350
4202 E Carter Ave,Saint Louis,63115.0,Single Family Residential,March-28-2025,75000,1296.0,False,57.870370370370374,3.0,1.0,1910.0,3228.0,,38.6744166,-90.2255985,https://www.redfin.com/MO/Saint-Louis/4202-E-Carter-Ave-63115/home/93714767
5234 Morganford Rd,Saint Louis,63116.0,Single Family Residential,May-9-2024,199900,1058.0,False,188.9413988657845,3.0,1.0,1917.0,5083.0,,38.578761,-90.2679633,https://www.redfin.com/MO/Saint-Louis/5234-Morganford-Rd-63116/home/62743619
4471 S Spring Ave,Saint Louis,63116.0,Single Family Residential,June-1-2026,135000,1152.0,False,117.1875,3.0,2.0,1922.0,4260.0,,38.5797494,-90.2528604,https://www.redfin.com/MO/Saint-Louis/4471-S-Spring-Ave-63116/home/93730980
5310 Chouteaus Bluff Dr #5310,Saint Louis,63111.0,Townhouse,June-3-2026,365000,1760.0,False,207.38636363636363,2.0,3.0,2008.0,,,38.5637482,-90.2394832,https://www.redfin.com/MO/Saint-Louis/5310-Chouteaus-Bluff-Dr-63111/home/62750686
6608 Idaho Ave,Saint Louis,63111.0,Single Family Residential,November-5-2025,44900,858.0,False,52.33100233100233,2.0,1.0,1897.0,5441.0,,38.5585808,-90.255944,https://www.redfin.com/MO/Saint-Louis/6608-Idaho-Ave-63111/home/93709882
3808 Primm,Saint Louis,63123.0,Single Family Residential,August-19-2022,122000,845.0,False,144.37869822485206,3.0,1.0,1954.0,9278.0,,38.5539962,-90.2754243,https://www.redfin.com/MO/Saint-Louis/3808-Primm-St-63123/home/93785180
2021 Boardman St,Saint Louis,63110.0,Single Family Residential,December-17-2024,499900,2019.0,False,247.59782070331846,3.0,3.5,1921.0,,,38.61569,-90.270285,https://www.redfin.com/MO/Saint-Louis/2021-Boardman-St-63110/home/173620190
4025 Lexington Ave,Saint Louis,63107.0,Single Family Residential,February-24-2025,165000,1666.0,False,99.03961584633853,3.0,2.0,1913.0,3554.0,,38.663941,-90.226788,https://www.redfin.com/MO/Saint-Louis/4025-Lexington-Ave-63107/home/93753787
1946 Arlington Ave,Saint Louis,63112.0,Single Family Residential,February-23-2024,45000,1280.0,False,35.15625,2.0,1.5,1898.0,6085.0,,38.6706884,-90.2680287,https://www.redfin.com/MO/Saint-Louis/1946-Arlington-Ave-63112/home/93738636
2209 Edwards,Saint Louis,63110.0,Single Family Residential,November-29-2021,145000,528.0,False,274.6212121212121,2.0,1.5,1891.0,3572.0,,38.6145564,-90.275559,https://www.redfin.com/MO/Saint-Louis/2209-Edwards-St-63110/home/93727459
5227 Ulena Ave,Saint Louis,63116.0,Single Family Residential,February-27-2025,162500,1488.0,False,109.20698924731182,3.0,2.0,1859.0,6534.0,,38.5742718,-90.2593453,https://www.redfin.com/MO/Saint-Louis/5227-Ulena-Ave-63116/home/93757700
2609 Macklind Ave,Saint Louis,63139.0,Single Family Residential,March-27-2025,134500,1046.0,False,128.585086042065,2.0,1.0,1909.0,2448.0,,38.6109495,-90.2785765,https://www.redfin.com/MO/Saint-Louis/2609-Macklind-Ave-63139/home/93727445
5809 Pershing Ave,Saint Louis,63112.0,Single Family Residential,May-31-2024,389900,2995.0,False,130.18363939899834,4.0,2.5,1912.0,4447.0,,38.6491811,-90.2905334,https://www.redfin.com/MO/Saint-Louis/5809-Pershing-Ave-63112/home/93762478
7100 Idaho Ave,Saint Louis,63111.0,Single Family Residential,February-13-2025,119900,728.0,False,164.6978021978022,2.0,1.0,1953.0,4848.0,,38.5549496,-90.2600643,https://www.redfin.com/MO/Saint-Louis/7100-Idaho-Ave-63111/home/93710286
3130 Russell Blvd,Saint Louis,63104.0,Single Family Residential,December-30-2025,650000,6511.0,False,99.83105513745969,5.0,2.5,1894.0,11691.0,,38.6121665,-90.2319981,https://www.redfin.com/MO/Saint-Louis/3130-Russell-Blvd-63104/home/93690970
3820 Shaw Blvd,Saint Louis,63110.0,Single Family Residential,May-13-2026,499000,1891.0,False,263.88154415653094,4.0,3.5,1893.0,4020.0,,38.6152671,-90.2434695,https://www.redfin.com/MO/Saint-Louis/3820-Shaw-Blvd-63110/home/93747197
4246 N Taylor Ave,Saint Louis,63115.0,Single Family Residential,March-11-2026,60000,1101.0,False,54.49591280653951,4.0,1.5,1951.0,6534.0,,38.6777224,-90.2347415,https://www.redfin.com/MO/Saint-Louis/4246-N-Taylor-Ave-63115/home/93734461
4112 W Belle Pl,Saint Louis,63108.0,Single Family Residential,April-29-2026,264900,2378.0,False,111.39613120269134,4.0,3.0,1927.0,4338.0,,38.6475189,-90.2416222,https://www.redfin.com/MO/Saint-Louis/4112-W-Belle-Pl-63108/home/93745157
7509 S Grand Ave,Saint Louis,63111.0,Single Family Residential,August-8-2023,140000,1215.0,False,115.22633744855968,3.0,1.0,1905.0,6682.0,,38.5540418,-90.2676607,https://www.redfin.com/MO/Saint-Louis/7509-S-Grand-Ave-63111/home/93712219
4845 Fountain Ave,Saint Louis,63113.0,Single Family Residential,May-8-2023,275000,1628.0,False,168.9189189189189,3.0,3.5,1892.0,4617.0,,38.6557436,-90.2585164,https://www.redfin.com/MO/Saint-Louis/4845-Fountain-Ave-63113/home/93720369
2810 Arlington Ave,Saint Louis,63120.0,Single Family Residential,January-8-2026,25000,968.0,False,25.826446280991735,2.0,1.0,1916.0,,,38.6740606,-90.2655967,https://www.redfin.com/MO/Saint-Louis/2810-Arlington-Ave-63120/home/93738400
2222 S 12th St,Saint Louis,63104.0,Single Family Residential,February-26-2026,495000,4023.0,False,123.04250559284117,4.0,2.5,1872.0,,,38.6059563,-90.2101487,https://www.redfin.com/MO/Saint-Louis/2222-S-12th-St-63104/home/62726504
7826 Carlsbad,Saint Louis,63123.0,Single Family Residential,March-18-2022,162000,864.0,False,187.5,3.0,1.0,1952.0,6795.0,,38.5596648,-90.2863646,https://www.redfin.com/MO/Saint-Louis/7826-Carlsbad-Dr-63123/home/64336757
4525 Page Blvd,Saint Louis,63113.0,Single Family Residential,May-18-2023,89000,1088.0,False,81.80147058823529,3.0,2.0,1889.0,3768.0,,38.6562707,-90.2502972,https://www.redfin.com/MO/Saint-Louis/4525-Page-Blvd-63113/home/66080626
4985 Loughborough Ave,Saint Louis,63109.0,Single Family Residential,February-25-2022,179900,1008.0,False,178.47222222222223,2.0,1.0,1925.0,3485.0,,38.5716263,-90.2874378,https://www.redfin.com/MO/Saint-Louis/4985-Loughborough-Ave-63109/home/62748010
6922 Magnolia Ave,Saint Louis,63143.0,Single Family Residential,August-5-2024,99900,851.0,False,117.3913043478261,2.0,1.0,1900.0,3341.0,,38.6138337,-90.3078,https://www.redfin.com/MO/Saint-Louis/6922-Magnolia-Ave-63143/home/93743673
1347 Graham St,Saint Louis,63139.0,Single Family Residential,May-18-2026,182500,1000.0,False,182.5,2.0,1.5,1910.0,5536.0,,38.6257625,-90.2915992,https://www.redfin.com/MO/Saint-Louis/1347-Graham-St-63139/home/62738008
4413 Olive St,Saint Louis,63108.0,Single Family Residential,May-26-2022,380000,2240.0,False,169.64285714285714,4.0,3.5,1897.0,5184.0,,38.6472855,-90.2523413,https://www.redfin.com/MO/Saint-Louis/4413-Olive-St-63108/home/93739919
3208 Henrietta St,Saint Louis,63104.0,Single Family Residential,October-10-2025,410000,2266.0,False,180.93556928508386,4.0,2.5,2018.0,3999.0,,38.6169458,-90.2326683,https://www.redfin.com/MO/Saint-Louis/3208-Henrietta-St-63104/home/169424254
5730 Clemens Ave,Saint Louis,63112.0,Single Family Residential,December-30-2024,325000,1784.0,False,182.1748878923767,3.0,2.5,1921.0,8750.0,,38.6561329,-90.285736,https://www.redfin.com/MO/Saint-Louis/5730-Clemens-Ave-63112/home/93672371
3649 Wisconsin Ave,Saint Louis,63118.0,Single Family Residential,April-9-2024,218500,1632.0,False,133.88480392156862,2.0,1.5,1921.0,2472.0,,38.5877111,-90.2222613,https://www.redfin.com/MO/Saint-Louis/3649-Wisconsin-Ave-63118/home/103204410
2034 Ann Ave,Saint Louis,63104.0,Single Family Residential,April-3-2023,375000,2092.0,False,179.25430210325047,3.0,2.5,2022.0,5998.0,,38.6083896,-90.2166296,https://www.redfin.com/MO/Saint-Louis/2034-Ann-Ave-63104/home/93691275
2115 Cherokee St,Saint Louis,63118.0,Single Family Residential,May-26-2023,248000,1300.0,False,190.76923076923077,2.0,1.5,1893.0,3123.0,,38.5930637,-90.2226447,https://www.redfin.com/MO/Saint-Louis/2115-Cherokee-St-63118/home/93694018
1113 Washington Ave #607,Saint Louis,63101.0,Single Family Residential,November-5-2025,135000,1279.0,False,105.5512118842846,2.0,1.0,1896.0,,,38.6318771,-90.1956351,https://www.redfin.com/MO/Saint-Louis/1113-Washington-Ave-63101/unit-607/home/93676722
6928 Minnesota Ave,Saint Louis,63111.0,Single Family Residential,December-30-2022,299999,3100.0,False,96.77387096774194,4.0,3.5,1879.0,2265.0,,38.5530234,-90.254698,https://www.redfin.com/MO/Saint-Louis/6928-Minnesota-Ave-63111/home/93710123
2326 Park Ave,Saint Louis,63104.0,Single Family Residential,October-31-2024,599900,4796.0,False,125.08340283569642,4.0,2.5,1881.0,7122.0,,38.6178467,-90.2190838,https://www.redfin.com/MO/Saint-Louis/2326-Park-Ave-63104/home/93700520
5530 Columbia Ave,Saint Louis,63139.0,Single Family Residential,January-30-2023,190000,1632.0,False,116.42156862745098,3.0,2.0,1921.0,91.0,,38.6114477,-90.2813923,https://www.redfin.com/MO/Saint-Louis/5530-Columbia-Ave-63139/home/93727282
4615 Maryland Ave,Saint Louis,63108.0,Single Family Residential,May-10-2023,795000,2968.0,False,267.85714285714283,4.0,3.5,1899.0,5963.0,,38.6445934,-90.2595647,https://www.redfin.com/MO/Saint-Louis/4615-Maryland-Ave-63108/home/93724743
2806 Keokuk St,Saint Louis,63118.0,Single Family Residential,December-19-2025,144900,963.0,False,150.46728971962617,3.0,1.0,1911.0,3123.0,,38.5847726,-90.2323733,https://www.redfin.com/MO/Saint-Louis/2806-Keokuk-St-63118/home/93704247
1925 Pestalozzi Ave,Saint Louis,63118.0,Single Family Residential,October-1-2024,435000,2880.0,False,151.04166666666666,3.0,3.5,2024.0,9592.0,,38.599587,-90.218084,https://www.redfin.com/MO/Saint-Louis/1925-Pestalozzi-St-63118/home/93691642
8738 Partridge Ave,Saint Louis,63147.0,Single Family Residential,June-11-2026,82900,2208.0,False,37.54528985507246,3.0,2.0,1934.0,5401.0,,38.7170782,-90.2396933,https://www.redfin.com/MO/Saint-Louis/8738-Partridge-Ave-63147/home/93779453
3939 Itaska St,Saint Louis,63116.0,Single Family Residential,April-27-2026,179000,1020.0,False,175.49019607843138,2.0,1.0,1950.0,4373.0,,38.5786887,-90.257734,https://www.redfin.com/MO/Saint-Louis/3939-Itaska-St-63116/home/93769642
2721 Watson,Saint Louis,63139.0,Single Family Residential,September-30-2022,176000,1056.0,False,166.66666666666666,4.0,1.0,1936.0,4574.0,,38.6103421,-90.2889778,https://www.redfin.com/MO/Saint-Louis/2721-Watson-Rd-63139/home/93773015
2139 Sidney St,Saint Louis,63104.0,Single Family Residential,May-15-2024,379900,3656.0,False,103.91137855579869,3.0,3.0,1886.0,2980.0,,38.6045774,-90.220058,https://www.redfin.com/MO/Saint-Louis/2139-Sidney-St-63104/home/103204375
4762 Plover Ave,Saint Louis,63120.0,Single Family Residential,January-29-2024,48000,1185.0,False,40.50632911392405,2.0,2.0,1922.0,3729.0,,38.6947664,-90.2571175,https://www.redfin.com/MO/Saint-Louis/4762-Plover-Ave-63120/home/93761810
10211 Lookaway Dr,Saint Louis,63137.0,Single Family Residential,June-27-2025,232500,3142.0,False,73.99745385105028,3.0,2.5,1963.0,14000.0,,38.7504188,-90.1956554,https://www.redfin.com/MO/Saint-Louis/10211-Lookaway-Dr-63137/home/93779439
948 Harlan Ave,Saint Louis,63147.0,Single Family Residential,November-6-2025,20000,928.0,False,21.551724137931036,2.0,1.0,1907.0,4443.0,,38.7221726,-90.2335996,https://www.redfin.com/MO/Saint-Louis/948-Harlan-Ave-63147/home/93759860
3325 Park Ave,Saint Louis,63104.0,Single Family Residential,April-29-2022,309000,1450.0,False,213.10344827586206,2.0,2.0,1921.0,,,38.6203173,-90.2337977,https://www.redfin.com/MO/Saint-Louis/3325-Park-Ave-63104/home/93700900
2862 Indiana Ave,Saint Louis,63118.0,Single Family Residential,May-27-2022,394900,2000.0,False,197.45,3.0,2.5,1921.0,,,38.6009329,-90.2224054,https://www.redfin.com/MO/Saint-Louis/2862-Indiana-Ave-63118/home/143286489
6201 Winona Ave,Saint Louis,63109.0,Single Family Residential,April-15-2025,415000,1965.0,False,211.19592875318065,4.0,3.0,1937.0,4648.0,,38.592944,-90.2964555,https://www.redfin.com/MO/Saint-Louis/6201-Winona-Ave-63109/home/93782126
2300 Saint Louis Ave,Saint Louis,63106.0,Single Family Residential,December-9-2025,149900,3456.0,False,43.373842592592595,0.0,2.0,1896.0,5218.0,,38.6519406,-90.2074183,https://www.redfin.com/MO/Saint-Louis/2300-Saint-Louis-Ave-63106/home/93687965
4486 Laclede Ave #4486,Saint Louis,63108.0,Single Family Residential,September-30-2025,299000,1440.0,False,207.63888888888889,3.0,1.5,1905.0,,,38.6392107,-90.2584541,https://www.redfin.com/MO/Saint-Louis/4486-Laclede-Ave-63108/unit-4486/home/93671100
3204 Liberty St,Saint Louis,63111.0,Single Family Residential,March-12-2025,129900,918.0,False,141.5032679738562,2.0,1.0,1925.0,3838.0,,38.5703333,-90.2422109,https://www.redfin.com/MO/Saint-Louis/3204-Liberty-St-63111/home/93707108
5339 Shaw Ave,Saint Louis,63110.0,Single Family Residential,April-5-2022,399000,2016.0,False,197.91666666666666,3.0,2.5,1973.0,,,38.6184892,-90.2760764,https://www.redfin.com/MO/Saint-Louis/5339-Shaw-Ave-63110/home/93726863
6165 Laura Ave,Saint Louis,63136.0,Single Family Residential,November-30-2021,20000,864.0,False,23.14814814814815,2.0,1.0,1937.0,3485.0,,38.7021069,-90.2620979,https://www.redfin.com/MO/Saint-Louis/6165-Laura-Ave-63136/home/93762305
4246 Botanical Ave,Saint Louis,63110.0,Single Family Residential,April-28-2023,269000,1906.0,False,141.13326337880378,2.0,1.5,1922.0,2235.0,,38.6099556,-90.2562884,https://www.redfin.com/MO/Saint-Louis/4246-Botanical-Ave-63110/home/93672487
6124 Marwinette Ave,Saint Louis,63116.0,Single Family Residential,February-14-2022,425000,3195.0,False,133.0203442879499,4.0,3.5,1936.0,10123.0,,38.568677,-90.2670475,https://www.redfin.com/MO/Saint-Louis/6124-Marwinette-Ave-63116/home/93773762
3522 Wisconsin Ave,Saint Louis,63118.0,Single Family Residential,September-13-2024,210000,1350.0,False,155.55555555555554,2.0,1.5,1891.0,2091.0,,38.5901879,-90.2213061,https://www.redfin.com/MO/Saint-Louis/3522-Wisconsin-Ave-63118/home/62690727
814 Wall St,Saint Louis,63147.0,Single Family Residential,December-16-2022,99000,1218.0,False,81.2807881773399,3.0,1.0,1929.0,2919.0,,38.7191522,-90.2298567,https://www.redfin.com/MO/Saint-Louis/814-Wall-St-63147/home/93761143
4068 Wilmington Ave,Saint Louis,63116.0,Single Family Residential,June-4-2026,200000,901.0,False,221.97558268590456,3.0,1.0,1922.0,4051.0,,38.5716093,-90.2670534,https://www.redfin.com/MO/Saint-Louis/4068-Wilmington-Ave-63116/home/93770834
2936 Greer Ave,Saint Louis,63107.0,Single Family Residential,April-28-2026,179900,3068.0,False,58.63754889178618,2.0,2.5,1903.0,5018.0,,38.6563265,-90.2171205,https://www.redfin.com/MO/Saint-Louis/2936-Greer-Ave-63107/home/93754589
2131 Mccausland Ave,Saint Louis,63143.0,Single Family Residential,November-7-2023,449000,2428.0,False,184.92586490939044,5.0,3.0,1910.0,8634.0,,38.6190013,-90.3090695,https://www.redfin.com/MO/Saint-Louis/2131-McCausland-Ave-63143/home/93744169
4632 Maryland Ave,Saint Louis,63108.0,Single Family Residential,November-18-2021,825000,4550.0,False,181.3186813186813,5.0,3.5,1902.0,8843.0,,38.6442769,-90.2606289,https://www.redfin.com/MO/Saint-Louis/4632-Maryland-Ave-63108/home/93724535
105 River City Blvd,Saint Louis,63125.0,Single Family Residential,February-3-2022,99000,816.0,False,121.32352941176471,2.0,1.0,1955.0,6360.0,,38.5518828,-90.2719802,https://www.redfin.com/MO/Saint-Louis/105-River-City-Blvd-63125/home/93712194
6737 Odell St,Saint Louis,63139.0,Single Family Residential,May-7-2026,220000,1367.0,False,160.93635698610095,3.0,2.0,1923.0,5314.0,,38.6105818,-90.3042391,https://www.redfin.com/MO/Saint-Louis/6737-Odell-St-63139/home/93743861
2916 Hereford St,Saint Louis,63139.0,Single Family Residential,February-3-2023,229000,1173.0,False,195.22591645353793,3.0,3.0,1980.0,4643.0,,38.6060385,-90.2728971,https://www.redfin.com/MO/Saint-Louis/2916-Hereford-St-63139/home/93727841
5950 Lalite Ave,Saint Louis,63136.0,Single Family Residential,July-17-2023,24900,1120.0,False,22.232142857142858,2.0,2.0,1911.0,4591.0,,38.7019396,-90.2579029,https://www.redfin.com/MO/Saint-Louis/5950-Lalite-Ave-63136/home/93758755
3615 Nebraska Ave,Saint Louis,63118.0,Single Family Residential,December-12-2025,175900,1546.0,False,113.77749029754204,3.0,1.5,1914.0,3811.0,,38.5901156,-90.233419,https://www.redfin.com/MO/Saint-Louis/3615-Nebraska-Ave-63118/home/93696375
3220 Itaska St,Saint Louis,63111.0,Single Family Residential,March-17-2025,159900,1217.0,False,131.3886606409203,2.0,1.0,1909.0,6882.0,,38.5713225,-90.2425956,https://www.redfin.com/MO/Saint-Louis/3220-Itaska-St-63111/home/62766259
4431 Vista Ave,Saint Louis,63110.0,Single Family Residential,December-13-2024,549000,1904.0,False,288.34033613445376,3.0,2.5,1921.0,2962.0,,38.6239553,-90.2602255,https://www.redfin.com/MO/Saint-Louis/4431-Vista-Ave-63110/home/93726100
3004 Indiana Ave,Saint Louis,63118.0,Single Family Residential,February-23-2024,384000,2417.0,False,158.87463798096815,3.0,3.5,1891.0,3485.0,,38.5994086,-90.2227668,https://www.redfin.com/MO/Saint-Louis/3004-Indiana-Ave-63118/home/62756058
4747 Ray Ave,Saint Louis,63116.0,Single Family Residential,April-30-2024,114900,1181.0,False,97.29043183742591,2.0,1.5,1922.0,4278.0,,38.5794391,-90.2626334,https://www.redfin.com/MO/Saint-Louis/4747-Ray-Ave-63116/home/93768345
423 Christian Ave,Saint Louis,63147.0,Single Family Residential,January-31-2023,49900,800.0,False,62.375,3.0,1.0,1924.0,3389.0,,38.7080601,-90.2293422,https://www.redfin.com/MO/Saint-Louis/423-Christian-Ave-63147/home/93754312
1721 Lafayette Ave,Saint Louis,63104.0,Single Family Residential,July-30-2024,499000,3511.0,False,142.12475078325264,3.0,3.5,1890.0,2949.0,,38.6139717,-90.2113694,https://www.redfin.com/MO/Saint-Louis/1721-Lafayette-Ave-63104/home/93689721
5341 Goodfellow Blvd,Saint Louis,63136.0,Single Family Residential,April-16-2026,60000,2848.0,False,21.06741573033708,4.0,2.5,1879.0,10998.0,,38.7065201,-90.2601512,https://www.redfin.com/MO/Saint-Louis/5341-Goodfellow-Blvd-63136/home/93745621
3017 Osage St,Saint Louis,63118.0,Single Family Residential,May-30-2023,115000,957.0,False,120.16718913270637,2.0,2.0,1896.0,3193.0,,38.5838184,-90.2363326,https://www.redfin.com/MO/Saint-Louis/3017-Osage-St-63118/home/93704370
3938 Nebraska Ave,Saint Louis,63118.0,Single Family Residential,April-4-2025,180000,1818.0,False,99.00990099009901,3.0,2.5,1895.0,3119.0,,38.5840434,-90.2341588,https://www.redfin.com/MO/Saint-Louis/3938-Nebraska-Ave-63118/home/93704261
3744 Illinois Ave,Saint Louis,63118.0,Single Family Residential,September-20-2024,130000,1117.0,False,116.38316920322292,2.0,1.0,1884.0,4138.0,,38.5861537,-90.2231223,https://www.redfin.com/MO/Saint-Louis/3744-Illinois-Ave-63118/home/93696920
6659 Pernod Ave,Saint Louis,63139.0,Single Family Residential,April-21-2025,389000,2150.0,False,180.93023255813952,3.0,1.5,1941.0,6007.0,,38.598319,-90.3058127,https://www.redfin.com/MO/Saint-Louis/6659-Pernod-Ave-63139/home/93778944
4141 Bowen St,Saint Louis,63116.0,Single Family Residential,May-29-2026,239900,1300.0,False,184.53846153846155,3.0,2.0,1926.0,3210.0,,38.5717684,-90.2699544,https://www.redfin.com/MO/Saint-Louis/4141-Bowen-St-63116/home/93776391
2219 Edwards St,Saint Louis,63110.0,Single Family Residential,September-10-2021,229900,1100.0,False,209.0,2.0,2.0,1891.0,3833.0,,38.6142646,-90.2756025,https://www.redfin.com/MO/Saint-Louis/2219-Edwards-St-63110/home/93727463
4614 Varrelmann Ave,Saint Louis,63116.0,Single Family Residential,August-5-2024,139900,1528.0,False,91.55759162303664,3.0,1.5,1906.0,3223.0,,38.5828515,-90.2629052,https://www.redfin.com/MO/Saint-Louis/4614-Varrelmann-Ave-63116/home/93757033
5307 Ruskin Ave,Saint Louis,63115.0,Single Family Residential,December-9-2021,55000,1365.0,False,40.29304029304029,3.0,2.5,2002.0,6360.0,,38.6907783,-90.2432109,https://www.redfin.com/MO/Saint-Louis/5307-Ruskin-Ave-63115/home/93684066
4355 Osceola St,Saint Louis,63116.0,Single Family Residential,May-27-2026,225000,2340.0,False,96.15384615384616,2.0,3.0,1924.0,4199.0,,38.5889455,-90.2666762,https://www.redfin.com/MO/Saint-Louis/4355-Osceola-St-63116/home/93772008
